"1",1,-46.4513649031755,-23.5153007812624
"2",1,-46.4523905230553,-23.5125484310312
"3",1,-46.4535341254371,-23.5098423071059
"4",1,-46.4547933479249,-23.5071866875822
"5",1,-46.4561653460819,-23.5045856009809
"6",1,-46.4576468223701,-23.5020427973784
"7",1,-46.4592340605279,-23.4995617236553
"8",1,-46.4609229646103,-23.4971455032167
"9",1,-46.4627091018242,-23.4947969204175
"10",1,-46.4645877482293,-23.4925184097966
"11",1,-46.4665539363428,-23.4903120501022
"12",1,-46.4686025036941,-23.4881795629708
"13",1,-46.4707281414078,-23.4861223160215
"14",1,-46.4729254419527,-23.4841413300353
"15",1,-46.4751889452819,-23.4822372898178
"16",1,-46.4775131826827,-23.4804105582916
"17",1,-46.4798927177724,-23.4786611933267
"18",1,-46.4823221841878,-23.4769889668049
"19",1,-46.4847963196369,-23.4753933854095
"20",1,-46.4873099960953,-23.473873712651
"21",1,-46.4898582460345,-23.4724289916603
"22",1,-46.4924362846704,-23.4710580683238
"23",1,-46.4950395283004,-23.4697596143708
"24",1,-46.4976636088732,-23.4685321500792
"25",1,-46.500304384992,-23.4673740663076
"26",1,-46.5029579495948,-23.4662836456195
"27",1,-46.5056206345922,-23.4652590823079
"28",1,-46.5082890127583,-23.4642985011806
"29",1,-46.5109598971829,-23.4633999750039
"30",1,-46.5136303385957,-23.4625615405445
"31",1,-46.5162976208628,-23.4617812131816
"32",1,-46.5189592549491,-23.4610570000894
"33",1,-46.5216129716185,-23.4603869120154
"34",1,-46.524256713127,-23.4597689736988
"35",1,-46.5268886241423,-23.4592012329886
"36",1,-46.529507042097,-23.4586817687327
"37",1,-46.5321104871641,-23.4582086975169
"38",1,-46.5346976520157,-23.4577801793385
"39",1,-46.5372673915072,-23.4573944223002
"40",1,-46.5398187124066,-23.4570496864137
"41",1,-46.5423507632685,-23.4567442865961
"42",1,-46.5448628245371,-23.456476594945
"43",1,-46.5473542989425,-23.4562450423713
"44",1,-46.5498247022437,-23.4560481196654
"45",1,-46.5522736543574,-23.4558843780669
"46",1,-46.5547008708996,-23.4557524294047
"47",1,-46.5571061551598,-23.4556509458672
"48",1,-46.5594893905171,-23.4555786594581
"49",1,-46.5618505333025,-23.4555343611872
"50",1,-46.5641896061049,-23.4555169000424
"51",1,-46.5665066915134,-23.4555251817821
"52",1,-46.568801926286,-23.4555581675847
"53",1,-46.5710754959316,-23.4556148725868
"54",1,-46.5733276296886,-23.4556943643372
"55",1,-46.5755585958831,-23.4557957611923
"56",1,-46.5777686976497,-23.4559182306729
"57",1,-46.579958268993,-23.4560609878014
"58",1,-46.5821276711741,-23.4562232934345
"59",1,-46.5842772893995,-23.4564044526046
"60",1,-46.5864075297948,-23.4566038128817
"61",1,-46.588518816645,-23.456820762764
"62",1,-46.5906115898807,-23.4570547301059
"63",1,-46.5926863027961,-23.4573051805887
"64",1,-46.5947434199785,-23.4575716162401
"65",1,-46.5967834154357,-23.4578535740049
"66",1,-46.5988067709048,-23.4581506243708
"67",1,-46.6008139743279,-23.4584623700519
"68",1,-46.6028055184817,-23.4587884447296
"69",1,-46.6047818997476,-23.4591285118536
"70",1,-46.6067436170109,-23.4594822635023
"71",1,-46.6086911706763,-23.4598494193029
"72",1,-46.610625061792,-23.4602297254106
"73",1,-46.6125457912689,-23.4606229535466
"74",1,-46.6144538591895,-23.4610289000938
"75",1,-46.6163497641947,-23.4614473852487
"76",1,-46.6182340029433,-23.4618782522294
"77",1,-46.6201070696343,-23.4623213665375
"78",1,-46.6219694555873,-23.4627766152723
"79",1,-46.6238216488738,-23.4632439064971
"80",1,-46.625664133992,-23.4637231686548
"81",1,-46.6274973915825,-23.4642143500323
"82",1,-46.6293218981771,-23.4647174182716
"83",1,-46.6311381259767,-23.4652323599267
"84",1,-46.6329465426539,-23.4657591800645
"85",1,-46.6347476111763,-23.4662979019079
